2026-02-26 15:44:44,879 | INFO | uvicorn.error | Started server process [5502]
    self._handle_dbapi_exception(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        e, str_statement, effective_parameters, cursor, context
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 2352, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1964, in _exec_single_context
    self.dialect.do_execute(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        cursor, str_statement, effective_parameters, context
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/default.py", line 942, in do_execute
    cursor.execute(statement, parameters)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 580, in execute
    self._adapt_connection.await_(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        self._prepare_and_execute(operation, parameters)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 558, in _prepare_and_execute
    self._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 508, in _handle_exception
    self._adapt_connection._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 792, in _handle_exception
    raise translated_error from error
sqlalchemy.exc.DBAPIError: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum task_status: "fail"
[SQL: UPDATE tasks SET status=$1::task_status, comfy_message=$2::VARCHAR, extra=$3::JSON, updated_at=$4::TIMESTAMP WITH TIME ZONE WHERE tasks.id = $5::UUID]
[parameters: ('fail', 'Lost connection to ComfyUI before completion', '{"execution_state": {"task_id": "9e7cef3b-f2ba-4fd0-b960-c1b1685121d2", "status": "fail", "prompt_id": "e808521a-870a-4b1b-9166-485cb650db38", "promp ... (465 characters truncated) ... {"time": "17:20:11", "message": "Lost connection to ComfyUI before completion", "type": "error"}], "updated_at": "2026-02-26T09:20:11.435505+00:00"}}', datetime.datetime(2026, 2, 26, 9, 20, 11, 445429, tzinfo=datetime.timezone.utc), UUID('9e7cef3b-f2ba-4fd0-b960-c1b1685121d2'))]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-26 17:20:11,474 | ERROR | asyncio | Task exception was never retrieved
future: <Task finished name='Task-66' coro=<_run_comfyui_listener() done, defined at /Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/app/api/v1/execution.py:368> exception=DBAPIError('(sqlalchemy.dialects.postgresql.asyncpg.Error) <class \'asyncpg.exceptions.InvalidTextRepresentationError\'>: invalid input value for enum task_status: "fail"')>
Traceback (most recent call last):
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 545, in _prepare_and_execute
    self._rows = deque(await prepared_stmt.fetch(*parameters))
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/asyncpg/prepared_stmt.py", line 176, in fetch
    data = await self.__bind_execute(args, 0, timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/asyncpg/prepared_stmt.py", line 267, in __bind_execute
    data, status, _ = await self.__do_execute(
                      ^^^^^^^^^^^^^^^^^^^^^^^^
        lambda protocol: protocol.bind_execute(
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
            self._state, args, '', limit, True, timeout))
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/asyncpg/prepared_stmt.py", line 256, in __do_execute
    return await executor(protocol)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "asyncpg/protocol/protocol.pyx", line 206, in bind_execute
asyncpg.exceptions.InvalidTextRepresentationError: invalid input value for enum task_status: "fail"

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1964, in _exec_single_context
    self.dialect.do_execute(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        cursor, str_statement, effective_parameters, context
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/default.py", line 942, in do_execute
    cursor.execute(statement, parameters)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 580, in execute
    self._adapt_connection.await_(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        self._prepare_and_execute(operation, parameters)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 558, in _prepare_and_execute
    self._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 508, in _handle_exception
    self._adapt_connection._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 792, in _handle_exception
    raise translated_error from error
sqlalchemy.dialects.postgresql.asyncpg.AsyncAdapt_asyncpg_dbapi.Error: <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum task_status: "fail"

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/app/api/v1/execution.py", line 531, in _run_comfyui_listener
    await _set_task_status(task_id=task_id, status_value=TaskStatus.fail, message="Lost connection to ComfyUI")
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/app/api/v1/execution.py", line 342, in _set_task_status
    await session.commit()
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/ext/asyncio/session.py", line 1011, in commit
    await greenlet_spawn(self.sync_session.commit)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 203, in greenlet_spawn
    result = context.switch(value)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 2032, in commit
    trans.commit(_to_root=True)
    ~~~~~~~~~~~~^^^^^^^^^^^^^^^
  File "<string>", line 2, in commit
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/state_changes.py", line 139, in _go
    ret_value = fn(self, *arg, **kw)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 1313, in commit
    self._prepare_impl()
    ~~~~~~~~~~~~~~~~~~^^
  File "<string>", line 2, in _prepare_impl
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/state_changes.py", line 139, in _go
    ret_value = fn(self, *arg, **kw)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 1288, in _prepare_impl
    self.session.flush()
    ~~~~~~~~~~~~~~~~~~^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 4353, in flush
    self._flush(objects)
    ~~~~~~~~~~~^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 4488, in _flush
    with util.safe_reraise():
         ~~~~~~~~~~~~~~~~~^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/langhelpers.py", line 146, in __exit__
    raise exc_value.with_traceback(exc_tb)
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/session.py", line 4449, in _flush
    flush_context.execute()
    ~~~~~~~~~~~~~~~~~~~~~^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/unitofwork.py", line 466, in execute
    rec.execute(self)
    ~~~~~~~~~~~^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/unitofwork.py", line 642, in execute
    util.preloaded.orm_persistence.save_obj(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        self.mapper,
        ^^^^^^^^^^^^
        uow.states_for_mapper_hierarchy(self.mapper, False, False),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        uow,
        ^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/persistence.py", line 85, in save_obj
    _emit_update_statements(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        base_mapper,
        ^^^^^^^^^^^^
    ...<3 lines>...
        update,
        ^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/orm/persistence.py", line 912, in _emit_update_statements
    c = connection.execute(
        statement, multiparams, execution_options=execution_options
    )
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1416, in execute
    return meth(
        self,
        distilled_parameters,
        execution_options or NO_OPTIONS,
    )
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/sql/elements.py", line 516, in _execute_on_connection
    return connection._execute_clauseelement(
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        self, distilled_params, execution_options
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1638, in _execute_clauseelement
    ret = self._execute_context(
        dialect,
    ...<8 lines>...
        cache_hit=cache_hit,
    )
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1843, in _execute_context
    return self._exec_single_context(
           ~~~~~~~~~~~~~~~~~~~~~~~~~^
        dialect, context, statement, parameters
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1983, in _exec_single_context
    self._handle_dbapi_exception(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        e, str_statement, effective_parameters, cursor, context
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 2352, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/base.py", line 1964, in _exec_single_context
    self.dialect.do_execute(
    ~~~~~~~~~~~~~~~~~~~~~~~^
        cursor, str_statement, effective_parameters, context
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/engine/default.py", line 942, in do_execute
    cursor.execute(statement, parameters)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 580, in execute
    self._adapt_connection.await_(
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        self._prepare_and_execute(operation, parameters)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 132, in await_only
    return current.parent.switch(awaitable)  # type: ignore[no-any-return,attr-defined] # noqa: E501
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/util/_concurrency_py3k.py", line 196, in greenlet_spawn
    value = await result
            ^^^^^^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 558, in _prepare_and_execute
    self._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 508, in _handle_exception
    self._adapt_connection._handle_exception(error)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "/Users/guyin/Desktop/Echooo/repo/confyUI-flow-back/backend/.venv/lib/python3.13/site-packages/sqlalchemy/dialects/postgresql/asyncpg.py", line 792, in _handle_exception
    raise translated_error from error
sqlalchemy.exc.DBAPIError: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum task_status: "fail"
[SQL: UPDATE tasks SET status=$1::task_status, comfy_message=$2::VARCHAR, extra=$3::JSON, updated_at=$4::TIMESTAMP WITH TIME ZONE WHERE tasks.id = $5::UUID]
[parameters: ('fail', 'Lost connection to ComfyUI', '{"execution_state": {"task_id": "9e7cef3b-f2ba-4fd0-b960-c1b1685121d2", "status": "fail", "prompt_id": "e808521a-870a-4b1b-9166-485cb650db38", "promp ... (527 characters truncated) ... "type": "error"}, {"time": "17:20:11", "message": "Lost connection to ComfyUI", "type": "error"}], "updated_at": "2026-02-26T09:20:11.463504+00:00"}}', datetime.datetime(2026, 2, 26, 9, 20, 11, 472435, tzinfo=datetime.timezone.utc), UUID('9e7cef3b-f2ba-4fd0-b960-c1b1685121d2'))]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-26 17:20:22,236 | INFO | app.execution | WS client disconnected for task 9e7cef3b-f2ba-4fd0-b960-c1b1685121d2
2026-02-26 17:20:22,238 | INFO | uvicorn.error | connection closed
2026-02-26 17:20:27,805 | INFO | uvicorn.error | ('127.0.0.1', 65280) - "WebSocket /api/v1/execution/ws/9e7cef3b-f2ba-4fd0-b960-c1b1685121d2" [accepted]
2026-02-26 17:20:27,806 | INFO | app.execution | WS client connected for task 9e7cef3b-f2ba-4fd0-b960-c1b1685121d2 (total: 1)
2026-02-26 17:20:27,807 | INFO | uvicorn.error | connection open
2026-02-26 17:20:31,473 | INFO | app.execution | WS client disconnected for task 9e7cef3b-f2ba-4fd0-b960-c1b1685121d2
2026-02-26 17:20:31,474 | INFO | uvicorn.error | connection closed
2026-02-26 17:20:31,872 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 17:20:31,874 | INFO | app | [e18b7d7a] GET /api/v1/tasks?page=1&page_size=10 -> 200 (36.79ms)
2026-02-26 17:20:31,874 | INFO | uvicorn.access | 127.0.0.1:65300 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 17:20:33,602 | INFO | app | [469a0132] DELETE /api/v1/tasks/9e7cef3b-f2ba-4fd0-b960-c1b1685121d2 -> 200 (26.39ms)
2026-02-26 17:20:33,602 | INFO | uvicorn.access | 127.0.0.1:65312 - "DELETE /api/v1/tasks/9e7cef3b-f2ba-4fd0-b960-c1b1685121d2 HTTP/1.1" 200
2026-02-26 17:20:33,615 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=0 total=0
2026-02-26 17:20:33,616 | INFO | app | [ff898dd8] GET /api/v1/tasks?page=1&page_size=10 -> 200 (8.55ms)
2026-02-26 17:20:33,616 | INFO | uvicorn.access | 127.0.0.1:65312 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 17:20:34,567 | INFO | app | [06c5afdb] GET /api/v1/task-templates?page=1&page_size=100 -> 200 (16.81ms)
2026-02-26 17:20:34,568 | INFO | uvicorn.access | 127.0.0.1:65312 - "GET /api/v1/task-templates?page=1&page_size=100 HTTP/1.1" 200
2026-02-26 17:20:39,418 | INFO | app | [62024f97] POST /api/v1/uploads/workflow -> 200 (6.41ms)
2026-02-26 17:20:39,419 | INFO | uvicorn.access | 127.0.0.1:65343 - "POST /api/v1/uploads/workflow HTTP/1.1" 200
2026-02-26 17:20:44,846 | INFO | app | [19d1ca74] POST /api/v1/tasks -> 200 (37.08ms)
2026-02-26 17:20:44,847 | INFO | uvicorn.access | 127.0.0.1:65369 - "POST /api/v1/tasks HTTP/1.1" 200
2026-02-26 17:20:44,867 | INFO | app | [d7cc48a1] OPTIONS /api/v1/tasks/256c3fa2-a960-494c-8fcd-9e3929a05a01 -> 200 (1.26ms)
2026-02-26 17:20:44,867 | INFO | uvicorn.access | 127.0.0.1:65369 - "OPTIONS /api/v1/tasks/256c3fa2-a960-494c-8fcd-9e3929a05a01 HTTP/1.1" 200
2026-02-26 17:20:44,889 | INFO | app | [6742ac02] GET /api/v1/tasks/256c3fa2-a960-494c-8fcd-9e3929a05a01 -> 200 (16.29ms)
2026-02-26 17:20:44,889 | INFO | uvicorn.access | 127.0.0.1:65369 - "GET /api/v1/tasks/256c3fa2-a960-494c-8fcd-9e3929a05a01 HTTP/1.1" 200
2026-02-26 17:20:47,047 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 17:20:47,050 | INFO | app | [41dc50f3] GET /api/v1/tasks?page=1&page_size=10 -> 200 (20.08ms)
2026-02-26 17:20:47,050 | INFO | uvicorn.access | 127.0.0.1:65369 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 17:20:49,388 | INFO | uvicorn.error | ('127.0.0.1', 65403) - "WebSocket /api/v1/execution/ws/256c3fa2-a960-494c-8fcd-9e3929a05a01" [accepted]
2026-02-26 17:20:49,388 | INFO | app.execution | WS client connected for task 256c3fa2-a960-494c-8fcd-9e3929a05a01 (total: 1)
2026-02-26 17:20:49,390 | INFO | uvicorn.error | connection open
2026-02-26 17:20:49,392 | INFO | app | [a5b0e0b2] OPTIONS /api/v1/execution/task/256c3fa2-a960-494c-8fcd-9e3929a05a01 -> 200 (0.85ms)
2026-02-26 17:20:49,392 | INFO | uvicorn.access | 127.0.0.1:65405 - "OPTIONS /api/v1/execution/task/256c3fa2-a960-494c-8fcd-9e3929a05a01 HTTP/1.1" 200
2026-02-26 17:20:49,415 | INFO | app.execution | Execute task requested: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 status=pending has_workflow=True node_count=3
2026-02-26 17:20:49,419 | INFO | app.execution | Task marked running on execute request: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01
2026-02-26 17:20:49,423 | INFO | app.comfyui | Connecting to ComfyUI WS: ws://34.59.208.230:8188/ws?clientId=0e760e1e98cb45de849fcc549e3221be
2026-02-26 17:20:51,477 | INFO | app.comfyui | Connected to ComfyUI WS: client_id=0e760e1e98cb45de849fcc549e3221be
2026-02-26 17:20:51,477 | INFO | app.execution | ComfyUI listener connected before submit: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 client_id=0e760e1e98cb45de849fcc549e3221be
2026-02-26 17:20:51,478 | INFO | app.comfyui | Submitting prompt to ComfyUI: api_url=http://34.59.208.230:8188/api/prompt client_id=0e760e1e98cb45de849fcc549e3221be node_count=3
2026-02-26 17:20:51,499 | INFO | app.execution | Execution event relayed: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 type=status prompt_id=None node_id=None
2026-02-26 17:20:53,514 | INFO | httpx | HTTP Request: POST http://34.59.208.230:8188/api/prompt "HTTP/1.1 200 OK"
2026-02-26 17:20:53,516 | INFO | app.comfyui | ComfyUI /api/prompt accepted: prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 has_node_errors=False response_keys=['node_errors', 'number', 'prompt_id']
2026-02-26 17:20:53,516 | INFO | app.execution | ComfyUI submit result: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 error=
2026-02-26 17:20:53,528 | INFO | app.execution | Execution event relayed: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 type=status prompt_id=None node_id=None
2026-02-26 17:20:53,529 | INFO | app.execution | Execution event relayed: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 type=status prompt_id=None node_id=None
2026-02-26 17:20:53,529 | INFO | app.comfyui | ComfyUI event: type=execution_start prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=None
2026-02-26 17:20:53,529 | INFO | app.execution | Execution event relayed: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 type=execution_start prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=None
2026-02-26 17:20:53,529 | INFO | app.comfyui | ComfyUI event: type=execution_cached prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=None
2026-02-26 17:20:53,529 | INFO | app.execution | Execution event relayed: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 type=execution_cached prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=None
2026-02-26 17:20:53,529 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=1
2026-02-26 17:20:53,529 | INFO | app.execution | Execution event relayed: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 type=executing prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=1
2026-02-26 17:20:53,536 | INFO | app.execution | Prompt id attached to listener: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5
2026-02-26 17:20:53,556 | INFO | app.execution | Execution start broadcasted: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5
2026-02-26 17:20:53,557 | INFO | app | [39041675] POST /api/v1/execution/task/256c3fa2-a960-494c-8fcd-9e3929a05a01 -> 200 (4162.18ms)
2026-02-26 17:20:53,557 | INFO | uvicorn.access | 127.0.0.1:65407 - "POST /api/v1/execution/task/256c3fa2-a960-494c-8fcd-9e3929a05a01 HTTP/1.1" 200
2026-02-26 17:20:53,569 | INFO | app.tasks | list_tasks filters: task_id=None status=None page=1 page_size=10 -> items=1 total=1
2026-02-26 17:20:53,571 | INFO | app | [ae07badb] GET /api/v1/tasks?page=1&page_size=10 -> 200 (8.24ms)
2026-02-26 17:20:53,571 | INFO | uvicorn.access | 127.0.0.1:65407 - "GET /api/v1/tasks?page=1&page_size=10 HTTP/1.1" 200
2026-02-26 17:20:55,280 | INFO | app.comfyui | ComfyUI event: type=executing prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=3
2026-02-26 17:20:55,280 | INFO | app.execution | Execution event relayed: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 type=executing prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=3
2026-02-26 17:20:55,469 | INFO | app.comfyui | ComfyUI event: type=executed prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=3
2026-02-26 17:20:55,470 | INFO | app.execution | Execution event relayed: task_id=256c3fa2-a960-494c-8fcd-9e3929a05a01 type=executed prompt_id=867a2807-8be2-4049-97e6-fbd8606d1ef5 node_id=3
